source_id,source_name_en,source_name_ja,vendor,platform_version,application_version,application_build,observed_at,acquisition_method,official_url,distribution_url,distribution_sha256,sound_name,event_type,relative_path,sha256,duration_seconds,sample_rate_hz,channel_count,integrated_lufs,maximum_momentary_lufs,maximum_short_term_lufs,loudness_range_lu,true_peak_dbtp,sample_peak_dbfs,rms_dbfs,active_rms_dbfs,sample_crest_factor_db,true_peak_crest_factor_db,spectral_centroid_hz,peak_frequency_hz,speech_band_200_8000_hz_energy_percent,analysis_profile,ffmpeg_version,analyzed_at
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,QuickNavArrowKeyOff,ui_feedback,QuickNavArrowKeyOff.wav,c44dcac64bb1f7fbe87e498dd24de35f076be52b5825917332da03b2a9e0658c,0.312437,48000,2,-15.6,-15.6,,,-4.0,-4.0,-19.214,-15.728,15.214,15.214,1502.463,1324.219,99.992,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:55Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,QuickNavArrowKeyOn,ui_feedback,QuickNavArrowKeyOn.wav,e88ca7101f5e2a6b27783ea5af0271705b850e715dbf734688f9de8dd31298f4,0.15,48000,2,-18.2,-15.4,,,-4.0,-4.0,-15.849,-15.549,11.849,11.849,1880.715,2097.656,99.997,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:56Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,QuickNavOff,ui_feedback,QuickNavOff.wav,67c57ccd933282c6687549591f64ae7473238c25cf9c9055ff21ce4e13eb707c,0.490729,48000,2,-13.6,-11.2,,,-1.2,-1.2,-16.18,-13.585,14.98,14.98,1178.623,1394.531,99.453,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:56Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,QuickNavOn,ui_feedback,QuickNavOn.wav,42717ac28424fd1047c22df5c1249caf571f0af9764dd58ef1a515b621c82abb,0.267979,48000,2,-14.2,-12.2,,,-1.2,-1.206,-14.785,-14.785,13.579,13.585,1485.075,785.156,99.916,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:56Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,QuickNavSingleKeyOff,ui_feedback,QuickNavSingleKeyOff.wav,050c818b24f4be06cfe2e4112ac9fddb3c851a3f6b7c192095feb71aef1a8a2a,0.242583,48000,2,-18.5,-16.6,,,-6.0,-6.0,-18.136,-17.298,12.136,12.136,1098.445,785.156,99.883,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:56Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,QuickNavSingleKeyOn,ui_feedback,QuickNavSingleKeyOn.wav,dd04bd9229e637dfcfee3c6b9cab8905e644b3c9a78b0c9d6eff8848e737264c,0.223375,48000,2,-18.0,-16.6,,,-6.0,-6.0,-17.767,-17.287,11.767,11.767,1347.475,1570.312,99.992,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:56Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,Ring,ui_feedback,Ring.aiff,6d7b738fd2f7facfaf087be837d82cc4224a59f6053187c08a6bf80d0e73d02a,0.198866,44100,2,-25.7,-23.0,,,-5.9,-5.914,-22.997,-22.316,17.083,17.097,739.366,301.465,65.685,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:56Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,RotorLeft,call_state,RotorLeft.aiff,2634875b6b13ef8e9fc64bb100edc37538bcdebdb327d26173a4375d96194c83,0.094218,44100,2,-37.8,-37.8,,,-18.3,-18.503,-37.889,-37.179,19.386,19.589,8605.982,7084.424,43.22,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:56Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,RotorRight,ui_feedback,RotorRight.aiff,6de0c664e09371e14befce0eea95c2d0b429daf03cf9f4f41199a657bb151e13,0.091882,44100,2,-38.0,-38.0,,,-18.2,-18.507,-37.969,-37.367,19.462,19.769,8359.626,7085.168,53.835,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:56Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,SearchRangeWithinSameElement,ui_feedback,SearchRangeWithinSameElement.aiff,2f9b5bb3660def527146df62ba684d390272249ce8ec962b1620c9de90bd34b1,0.101474,44100,2,-24.4,-24.3,,,-12.6,-12.603,-23.326,-23.262,10.722,10.726,1912.704,1765.723,99.992,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:56Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,SecureCharacter,ui_feedback,SecureCharacter.aiff,c0fb2f572075fd4bd331814be20eaf94d992b8d75bc3c7bc71c54371a58c5b71,0.16932,44100,2,-28.2,-28.2,,,-6.2,-6.159,-30.309,-26.474,24.15,24.109,2802.186,2465.552,98.095,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:56Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,Select,ui_feedback,Select.aiff,69d7b2d5b4d92046c6688e4b3a59e58e06a731dfe5416791afd87b1acadd2d01,0.111361,44100,2,-24.0,-22.9,,,-1.0,-1.04,-22.592,-22.538,21.552,21.592,1732.826,1701.123,99.998,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:58:36Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,SingleClick,ui_feedback,SingleClick.aiff,f84c1db8c392764da5a0411dc97f4493c45779462d6a0cf4aa1f12dddbbb6908,0.207868,44100,2,-31.4,-30.0,,,-6.0,-6.069,-33.192,-33.024,27.123,27.192,3666.977,732.129,98.481,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:58:36Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,SpringBack,incoming_call,SpringBack.aiff,134b56cb90383b6ece0bed38fe3b5533e28e6f70da69728797299cc2eba4809e,0.114853,44100,2,-23.6,-23.6,,,-14.1,-14.109,-20.823,-20.636,6.714,6.723,752.842,613.696,99.967,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:58:36Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,SpringForward,ui_feedback,SpringForward.aiff,ebd7a3a33975c770228fe6d468c74094c2729fd853be448fd05d250c4cabd984,0.114331,44100,2,-23.6,-23.6,,,-14.1,-14.109,-20.768,-20.187,6.66,6.668,578.674,516.797,99.985,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:58:36Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,StyleChangeDouble,ui_feedback,StyleChangeDouble.aiff,a2a40bac68a9f22cef6b7f46e69e2f577e11b56e74b8cec708dc482eefeb7d78,0.104535,44100,2,-33.9,-33.9,,,-12.3,-12.276,-30.803,-29.641,18.527,18.503,386.868,290.698,98.542,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:58:36Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,StyleChangeMultiple,ui_feedback,StyleChangeMultiple.aiff,a0fcbdeb6bfdcb8f8b5e3a7c0aa87287189d85d0729a9cb1486f25e3a170338b,0.133719,44100,2,-34.2,-34.2,,,-15.9,-15.921,-32.4,-30.169,16.479,16.5,610.228,387.598,98.838,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:58:36Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,StyleChangeSingle,ui_feedback,StyleChangeSingle.aiff,c32c986c666eda6371d896b5d7202dbd07232d8ddbcbaf27b4363bd95ff1401c,0.113288,44100,2,-36.1,-36.1,,,-15.9,-15.906,-33.403,-31.892,17.497,17.503,367.907,290.698,98.903,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:58:36Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,TrackingOff,ui_feedback,TrackingOff.aiff,7423834c90666f026a7340df8bc5b00f8be861d995552da0ced35d2934e611bf,0.276984,44100,2,-23.0,-22.2,,,-14.0,-14.009,-23.115,-22.84,9.106,9.115,602.339,441.431,99.958,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:58:36Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,TrackingOn,ui_feedback,TrackingOn.aiff,56958ff70fb559567b2f02599bcf33056caf687ad0aea333434707b8f267dbb6,0.279955,44100,2,-21.3,-19.8,,,-14.0,-14.009,-21.163,-20.672,7.155,7.163,923.754,990.527,99.991,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:58:36Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,TrackingSystemElement,ui_feedback,TrackingSystemElement.aiff,cfef21a324955bf989d1ed0e46a45ed76e50365aef04eb84d037de6c88e3c55a,0.130317,44100,2,-29.1,-27.9,,,-5.9,-6.021,-27.493,-27.482,21.472,21.593,4010.105,4145.142,95.682,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:58:37Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,WebAreaLoaded,ui_feedback,WebAreaLoaded.aiff,3931db0205cf5b21e5075534d6d4b3ae924ddae16788d06901ad79ba3ffd0076,0.19356,44100,2,-34.4,-31.8,,,-14.4,-14.386,-31.239,-30.924,16.853,16.839,485.92,118.433,41.35,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:58:37Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,WebPageLoaded,ui_feedback,WebPageLoaded.aiff,1e11e06b89d0eb9cbc4b7a0e1349f531d1c3c828b879577b0445693205b95e0e,0.190612,44100,2,-26.8,-25.6,,,-12.7,-12.762,-25.34,-24.843,12.578,12.64,984.526,1108.96,99.994,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:58:37Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,WindowActivated,ui_feedback,WindowActivated.aiff,f81507e0e64f471a8d1dbf9d5072c237d081e00c69673f7a01af901f16b12eec,0.187438,44100,2,-23.1,-20.9,,,-10.0,-9.999,-19.806,-19.806,9.807,9.806,301.792,301.465,99.906,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:58:37Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,WrapBack,ui_feedback,WrapBack.aiff,9ab8458f1f15388f33113199c51e6de33241bd1e4012217b7dee8f722a52996a,0.176372,44100,2,-31.9,-29.5,,,-6.9,-6.937,-30.055,-30.055,23.118,23.155,1353.042,1528.857,99.987,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:58:37Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,WrapBackHard,ui_feedback,WrapBackHard.aiff,2ac5d91cd35bbb57ad079bfa1ef4fa6300145dc58114050e93354c33744459e9,0.258549,44100,2,-27.0,-25.2,,,-5.8,-5.794,-27.77,-27.77,21.976,21.97,1478.11,1668.823,99.995,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:58:37Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,WrapBoundary,ui_feedback,WrapBoundary.aiff,78464f2b912dffe5940f733f02d719047f8e9f2afb53fb3956a062b05034b116,0.354785,44100,2,-24.1,-21.3,,,-5.2,-5.238,-23.117,-22.669,17.879,17.917,372.179,376.831,99.09,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:58:37Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,WrapForward,ui_feedback,WrapForward.aiff,912a94e3c9c02c70dcea913bd41f0262242abac5ad494bf8ae7cda9f1890a773,0.176803,44100,2,-29.5,-29.5,,,-6.9,-6.937,-30.065,-29.351,23.129,23.165,1349.989,559.863,99.986,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:58:37Z
macos-screen-reader-events,macOS VoiceOver event sounds,macOS VoiceOverイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/voiceover/welcome/mac,,,WrapForwardHard,ui_feedback,WrapForwardHard.aiff,678ffdaca3d6d0be07bbe639120374458f6e47867d534f909a77698195df2542,0.25907,44100,2,-28.1,-26.1,,,-5.3,-5.3,-28.53,-27.82,23.23,23.23,1430.376,419.897,99.99,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:58:37Z
macos-system,macOS system sounds,macOSシステムサウンド,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Basso,system_alert,Basso.aiff,c41b33729b4d7f895073578adb7192bc41571ccec855c6b12d8127a464b05445,0.768479,48000,2,-26.5,-26.5,,,-11.2,-11.216,-31.752,-25.2,20.536,20.552,539.756,644.531,94.346,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:53:21Z
macos-system,macOS system sounds,macOSシステムサウンド,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Blow,system_alert,Blow.aiff,65a0c069511d5a01cf791635e0b3a9dc3f335caf67f5d3579cc0a6c6232f9818,1.401833,48000,2,-22.2,-18.8,,,-10.0,-10.0,-26.53,-24.358,16.53,16.53,408.908,386.719,100.0,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:53:21Z
macos-system,macOS system sounds,macOSシステムサウンド,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Bottle,system_alert,Bottle.aiff,f25c241c230859db895ba46d85c83269652fb318140a6963f233d17dd65a8874,0.773229,48000,2,-26.0,-23.9,,,-11.2,-11.252,-28.834,-25.137,17.581,17.634,212.799,187.5,24.605,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:53:21Z
macos-system,macOS system sounds,macOSシステムサウンド,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Frog,system_alert,Frog.aiff,318a9af15546772bb0ce2bdebc2cd250ae7130d680dbf49835f1cc5960267f99,0.718708,48000,2,-31.1,-31.1,,,-15.3,-15.261,-36.605,-28.454,21.344,21.305,749.293,492.188,97.821,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:53:21Z
macos-system,macOS system sounds,macOSシステムサウンド,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Funk,system_alert,Funk.aiff,e80aff72e57ed223c3d8c8db45db33de99ba92604ddf66b6bd63da8d4c947fbd,2.163458,48000,2,-22.6,-20.4,,,-10.7,-10.66,-29.983,-24.414,19.323,19.283,344.497,316.406,86.493,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:53:21Z
macos-system,macOS system sounds,macOSシステムサウンド,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Glass,system_alert,Glass.aiff,b337d8e01066c30de2f296763609b7e488bb3c6ea817aa875ee999d708433cf9,1.650083,48000,2,-25.8,-22.7,,,-13.6,-14.06,-31.543,-27.941,17.483,17.943,862.701,386.719,97.706,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:53:21Z
macos-system,macOS system sounds,macOSシステムサウンド,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Hero,system_alert,Hero.aiff,93c4c6dab387914ee903e3dbb6932b821928ac26b2254abf8f5642d7cb886b2c,1.056563,48000,2,-19.5,-18.0,,,-5.4,-5.426,-24.423,-22.573,18.997,19.023,332.583,246.094,97.675,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:53:21Z
macos-system,macOS system sounds,macOSシステムサウンド,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Morse,system_alert,Morse.aiff,a78478575060091de47287b23bd8149e5f67d233b21ce771c5b34e2e1805a47f,0.703625,48000,2,-24.6,-24.6,,,-8.5,-8.534,-29.39,-22.378,20.856,20.89,583.309,656.25,99.92,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:53:21Z
macos-system,macOS system sounds,macOSシステムサウンド,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Ping,system_alert,Ping.aiff,c401532c8f53a31203ecce724dcbb6b0167158137536e8fcc1930dfcb75cccfa,1.501521,48000,2,-28.8,-26.2,,,-10.5,-10.559,-34.663,-27.812,24.104,24.163,641.947,527.344,99.985,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:53:21Z
macos-system,macOS system sounds,macOSシステムサウンド,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Pop,ui_feedback,Pop.aiff,ab2ac3ffee11e4a6c33f89717cd7d1f961834bd80252521b1dc4adee1cbbb85d,1.627458,48000,2,-29.0,-29.0,,,-11.1,-11.062,-37.548,-28.655,26.486,26.448,643.019,679.688,99.938,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:53:21Z
macos-system,macOS system sounds,macOSシステムサウンド,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Purr,system_alert,Purr.aiff,3770ff805cf82b7808db972a257e7c9ccca0065ab7cd8eaf148a8df33baeb903,0.757708,48000,2,-31.4,-28.6,,,-10.7,-10.763,-33.86,-30.38,23.097,23.16,698.09,796.875,96.012,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:53:21Z
macos-system,macOS system sounds,macOSシステムサウンド,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Sosumi,system_alert,Sosumi.aiff,f005fdc5ac36488d41891e04e9d66269db95af652b0c6b398fcdb0009f14308d,1.539229,48000,2,-25.5,-24.6,,,-13.7,-13.68,-33.162,-27.417,19.482,19.462,771.45,785.156,99.682,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:53:21Z
macos-system,macOS system sounds,macOSシステムサウンド,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Submarine,system_alert,Submarine.aiff,cbb01d8c8032f0be6e41e60362b51a0e14cb267069a49f4c5bfa97a28a5cb5dd,1.492458,48000,2,-25.7,-21.6,,,-8.9,-8.9,-29.551,-26.2,20.651,20.651,449.655,328.125,99.909,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:53:21Z
macos-system,macOS system sounds,macOSシステムサウンド,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Tink,system_alert,Tink.aiff,b634e9c03bdce413533a51fc32d8a631b39a8621b1ee8f9ab1825b6ca0431702,0.564104,48000,2,-24.7,-24.7,,,-8.8,-8.766,-28.705,-17.212,19.939,19.905,698.608,703.125,99.98,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:53:21Z
macos-telephony-events,macOS telephony event sounds,macOS通話イベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/facetime/welcome/mac,,,busy_tone_cept,call_state,busy_tone_cept.caf,151d6aa6ac1735394749f87fc8b31599b332e93963bcb27e8d8427cebf940011,1.0,44100,1,-23.2,-21.7,,,-18.0,-18.001,-24.021,-21.011,6.02,6.021,424.9,419.897,99.973,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:49Z
macos-telephony-events,macOS telephony event sounds,macOS通話イベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/facetime/welcome/mac,,,call_waiting_tone_cept,call_state,call_waiting_tone_cept.caf,e728424581b665e207c9c1e97aa01a2f2aa0e870b817b7ebddb90ef1d4bcda4a,8.0,44100,1,-25.7,-24.7,-30.5,3.0,-18.0,-18.001,-31.011,-28.969,13.01,13.011,424.631,419.897,99.9,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:49Z
macos-telephony-events,macOS telephony event sounds,macOS通話イベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/facetime/welcome/mac,,,end_call_tone_cept,call_state,end_call_tone_cept.caf,69b239e1887d55d8086f55e6441732cc964e057097436f54f06eeed99041c365,1.2,44100,1,-24.9,-24.7,,,-18.0,-18.001,-24.021,-23.229,6.02,6.021,424.624,419.897,99.899,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:50Z
